
20200927, SDN, SFN, 5, 4
20200927, MIL, SLN, 2, 5
20200927, NYN, WAS, 5, 15
20200927, CHN, CHA, 10, 8
20200927, PIT, CLE, 6, 8
20200927, DET, KCA, 1, 3
20200927, CIN, MIN, 5, 3
20200927, MIA, NYA, 5, 0
20200927, SEA, OAK, 2, 6
20200927, PHI, TBA, 0, 5
20200927, HOU, TEX, 4, 8
20200927, BAL, TOR, 7, 5
20200929, BAL, TOR, 7, 5
